time W usage_c0 usage_c1 usage_c2 usage_c3 usage_c4 usage_c5 usage_c6 usage_c7 temp4 temp5 temp6 temp7
1675806313.905534	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.33299999999999996	0.0	33.0	45.0	40.0	34.0	
1675806314.1058373	0.0	0.15	0.0	0.0	0.053	0.05	1.0	0.0	0.0	34.0	45.0	38.0	34.0	
1675806314.3061206	0.0	0.1	0.0	0.0	0.05	0.0	1.0	0.0	0.0	34.0	46.0	38.0	34.0	
1675806314.5064018	0.0	0.105	0.0	0.0	0.0	0.048	1.0	0.048	0.05	34.0	46.0	39.0	34.0	
1675806314.7066913	0.0	0.053	0.0	0.0	0.0	0.0	1.0	0.0	0.0	35.0	46.0	39.0	34.0	
1675806314.9069722	5.21	0.1	0.0	0.0	0.0	0.0	1.0	0.0	0.048	35.0	47.0	39.0	35.0	
1675806315.1072686	5.21	0.05	0.0	0.0	0.0	0.0	1.0	0.0	0.0	35.0	47.0	39.0	35.0	
1675806315.3075624	5.21	0.0	0.0	0.048	0.0	0.0	1.0	0.048	0.15	36.0	48.0	40.0	36.0	
1675806315.5078623	5.21	0.053	0.0	0.0	0.0	0.0	1.0	0.0	0.1	36.0	48.0	40.0	35.0	
1675806315.7081437	5.21	0.095	0.0	0.0	0.0	0.0	1.0	0.0	0.0	36.0	48.0	40.0	35.0	
1675806315.9084299	5.229	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	36.0	48.0	40.0	35.0	
1675806316.1087222	5.229	0.095	0.0	0.0	0.0	0.0	1.0	0.0	0.0	36.0	48.0	40.0	35.0	
1675806316.3090036	5.229	0.0	0.0	0.0	0.0	0.0	1.0	0.048	0.0	36.0	48.0	40.0	35.0	
1675806316.5092897	5.229	0.05	0.048	0.0	0.0	0.0	1.0	0.0	0.0	36.0	49.0	41.0	36.0	
1675806316.7095752	5.229	0.0	0.0	0.0	0.0	0.048	1.0	0.0	0.0	36.0	49.0	41.0	36.0	
1675806316.9098666	5.103	0.0	0.0	0.0	0.0	0.0	1.0	0.05	0.25	37.0	49.0	41.0	36.0	
1675806317.110163	5.103	0.14300000000000002	0.05	0.0	0.0	0.048	1.0	0.0	0.048	37.0	49.0	41.0	36.0	
1675806317.3104367	5.103	0.0	0.0	0.0	0.0	0.048	1.0	0.0	0.0	37.0	49.0	41.0	36.0	
1675806317.510711	5.103	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	37.0	49.0	41.0	36.0	
1675806317.7109978	5.103	0.05	0.0	0.0	0.0	0.05	1.0	0.0	0.0	37.0	49.0	41.0	36.0	
1675806317.9112701	5.118	0.05	0.0	0.0	0.0	0.0	1.0	0.0	0.0	37.0	49.0	41.0	36.0	
1675806318.1115649	5.118	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	37.0	49.0	41.0	36.0	
1675806318.311849	5.118	0.05	0.0	0.0	0.0	0.0	1.0	0.0	0.1	37.0	49.0	41.0	38.0	
1675806318.5121286	5.118	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.15	37.0	50.0	42.0	37.0	
1675806318.7124207	5.118	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	37.0	50.0	42.0	37.0	
1675806318.9127202	5.359	0.45	0.0	0.0	0.0	0.048	1.0	0.133	0.0	38.0	51.0	45.0	37.0	
1675806319.1130114	5.359	0.158	0.0	0.048	0.0	0.0	1.0	0.05	0.0	38.0	50.0	42.0	37.0	
1675806319.3133113	5.359	0.05	0.0	0.0	0.0	0.0	1.0	0.0	0.0	37.0	50.0	42.0	37.0	
1675806319.51359	5.359	0.05	0.0	0.0	0.0	0.05	1.0	0.0	0.0	38.0	50.0	42.0	37.0	
1675806319.7138736	5.359	0.048	0.0	0.0	0.0	0.048	1.0	0.0	0.0	37.0	50.0	42.0	37.0	
1675806319.914162	5.069	0.1	0.0	0.0	0.0	0.0	1.0	0.0	0.25	38.0	50.0	42.0	39.0	
1675806320.1144574	5.069	0.0	0.0	0.0	0.05	0.048	1.0	0.0	0.0	38.0	50.0	42.0	37.0	
1675806320.3147333	5.069	0.0	0.0	0.0	0.0	0.05	1.0	0.0	0.0	38.0	50.0	42.0	37.0	
1675806320.5150084	5.069	0.095	0.0	0.048	0.0	0.0	1.0	0.0	0.0	37.0	50.0	42.0	37.0	
1675806320.7152977	5.069	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	38.0	50.0	42.0	37.0	
1675806320.915576	5.069	0.05	0.0	0.0	0.0	0.0	1.0	0.0	0.0	38.0	50.0	42.0	37.0	
1675806321.1158624	5.157	0.05	0.05	0.0	0.0	0.0	1.0	0.0	0.05	38.0	50.0	42.0	37.0	
1675806321.316143	5.157	0.05	0.0	0.0	0.0	0.0	1.0	0.0	0.0	38.0	50.0	42.0	37.0	
1675806321.5164227	5.157	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.25	38.0	50.0	42.0	37.0	
1675806321.7167075	5.157	0.048	0.0	0.0	0.0	0.0	1.0	0.0	0.0	38.0	50.0	42.0	37.0	
1675806321.916988	5.157	0.05	0.0	0.0	0.0	0.0	1.0	0.048	0.0	38.0	50.0	42.0	37.0	
1675806322.1172824	5.157	0.0	0.0	0.0	0.0	0.136	1.0	0.0	0.0	38.0	50.0	42.0	37.0	
1675806322.3175585	5.157	0.05	0.0	0.0	0.0	0.0	1.0	0.0	0.0	38.0	50.0	42.0	37.0	
1675806322.5178363	5.157	0.0	0.0	0.048	0.0	0.0	1.0	0.0	0.0	38.0	50.0	42.0	37.0	
1675806322.7181253	5.157	0.05	0.0	0.0	0.0	0.0	1.0	0.048	0.0	38.0	50.0	42.0	37.0	
1675806322.9184012	5.103	0.05	0.05	0.0	0.0	0.048	1.0	0.0	0.055999999999999994	38.0	51.0	42.0	38.0	
1675806323.1186967	5.103	0.0	0.0	0.0	0.0	0.05	1.0	0.0	0.19	38.0	51.0	42.0	37.0	
1675806323.318981	5.103	0.091	0.0	0.0	0.0	0.0	1.0	0.0	0.0	38.0	50.0	42.0	37.0	
1675806323.5192509	5.103	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.048	38.0	50.0	42.0	37.0	
1675806323.719535	5.103	0.05	0.0	0.0	0.0	0.0	1.0	0.0	0.0	38.0	50.0	42.0	37.0	
1675806323.919825	5.168	0.05	0.0	0.0	0.0	0.05	1.0	0.0	0.0	38.0	50.0	42.0	37.0	
1675806324.1201293	5.168	0.05	0.0	0.0	0.0	0.0	1.0	0.0	0.0	38.0	51.0	42.0	37.0	
1675806324.320405	5.168	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	38.0	51.0	42.0	37.0	
1675806324.5206847	5.168	0.095	0.0	0.0	0.0	0.0	1.0	0.0	0.25	38.0	51.0	43.0	38.0	
1675806324.72097	5.168	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	38.0	51.0	43.0	38.0	
