Time stamp,Power,avg_temp
1677172873.8401918, 0.0, 43.47
1677172874.0404828, 0.0, 44.008
1677172874.2408206, 0.0, 45.084
1677172874.4411657, 0.0, 44.546
1677172874.641493, 0.0, 44.008
1677172874.8417943, 5.134, 44.008
1677172875.0420988, 5.134, 45.084
1677172875.242409, 5.134, 45.084
1677172875.4427028, 5.134, 45.084
1677172875.6430986, 5.134, 45.084
1677172875.8434024, 5.122, 45.084
1677172876.0436995, 5.122, 45.622
1677172876.2440023, 5.122, 45.084
1677172876.4443026, 5.122, 46.16
1677172876.644601, 5.122, 45.084
1677172876.844915, 5.16, 45.622
1677172877.0452383, 5.16, 45.084
1677172877.2455366, 5.16, 46.16
1677172877.4458292, 5.16, 45.622
1677172877.6461198, 5.16, 46.16
1677172877.8464174, 5.153, 46.16
1677172878.046721, 5.153, 46.16
1677172878.2470198, 5.153, 46.698
1677172878.4473507, 5.153, 45.622
1677172878.647657, 5.153, 46.698
1677172878.8479872, 5.16, 46.16
1677172879.04832, 5.16, 46.16
1677172879.2486298, 5.16, 46.16
1677172879.449284, 5.16, 46.698
1677172879.6495738, 5.16, 46.698
1677172879.8499138, 5.179, 46.16
1677172880.0502381, 5.179, 46.16
1677172880.2505357, 5.179, 46.698
1677172880.4508364, 5.179, 46.698
1677172880.6511319, 5.179, 47.236
1677172880.8515036, 5.164, 47.236
1677172881.0518174, 5.164, 47.236
1677172881.2521417, 5.164, 47.236
1677172881.4524364, 5.164, 46.698
1677172881.6528409, 5.164, 47.236
1677172881.8532622, 5.176, 47.236
1677172882.0535588, 5.176, 47.236
1677172882.2538857, 5.176, 46.16
1677172882.4541795, 5.176, 47.236
1677172882.6544893, 5.176, 47.236
1677172882.854794, 5.164, 47.236
1677172883.0551069, 5.164, 47.236
1677172883.2554278, 5.164, 47.236
1677172883.4557345, 5.164, 47.236
1677172883.6560724, 5.164, 47.236
1677172883.856379, 5.157, 47.236
1677172884.0566714, 5.157, 47.236
1677172884.2570155, 5.157, 47.236
1677172884.4573312, 5.157, 47.236
1677172884.6576629, 5.157, 47.236
1677172884.858024, 5.164, 47.774
1677172885.0583422, 5.164, 47.774
1677172885.25864, 5.164, 47.236
1677172885.4589474, 5.164, 47.236
1677172885.6592708, 5.164, 47.236
1677172885.8595922, 5.164, 47.774
1677172886.0599213, 5.16, 47.236
1677172886.2602136, 5.16, 47.774
1677172886.4606233, 5.16, 47.774
1677172886.6609113, 5.16, 47.774
1677172886.8612263, 5.179, 47.774
1677172887.0615456, 5.179, 47.774
1677172887.2618344, 5.179, 47.774
1677172887.4621289, 5.179, 47.774
1677172887.6624496, 5.179, 48.312
