Time stamp,Power,avg_temp
1677174247.8575473, 0.0, 44.546
1677174248.0578542, 0.0, 45.084
1677174248.258151, 0.0, 45.084
1677174248.4584532, 0.0, 44.546
1677174248.658749, 0.0, 45.084
1677174248.8590407, 5.138, 45.622
1677174249.0593612, 5.138, 45.084
1677174249.2596595, 5.138, 45.084
1677174249.4600592, 5.138, 45.084
1677174249.660365, 5.138, 45.084
1677174249.8606608, 5.138, 45.622
1677174250.0609872, 5.138, 45.622
1677174250.2612884, 5.138, 45.622
1677174250.4616778, 5.138, 45.622
1677174250.6620417, 5.138, 45.622
1677174250.8623374, 5.138, 46.16
1677174251.0626738, 5.138, 46.16
1677174251.262969, 5.138, 46.698
1677174251.4632647, 5.138, 46.698
1677174251.6635919, 5.138, 46.16
1677174251.8639078, 5.145, 46.698
1677174252.0642176, 5.145, 46.16
1677174252.264517, 5.145, 46.698
1677174252.4648325, 5.145, 47.236
1677174252.665163, 5.145, 46.698
1677174252.8654664, 5.141, 47.236
1677174253.0657797, 5.141, 46.698
1677174253.2661378, 5.141, 47.236
1677174253.4664412, 5.141, 46.16
1677174253.6667395, 5.141, 47.236
1677174253.8672085, 5.187, 47.236
1677174254.067505, 5.187, 47.236
1677174254.2677944, 5.187, 47.236
1677174254.4681354, 5.187, 47.236
1677174254.6684556, 5.187, 47.774
1677174254.8687563, 5.176, 47.236
1677174255.0690587, 5.176, 47.236
1677174255.2693515, 5.176, 47.236
1677174255.4696558, 5.176, 47.774
1677174255.6700182, 5.176, 47.774
1677174255.8703163, 5.138, 47.774
1677174256.070611, 5.138, 47.774
1677174256.270918, 5.138, 47.774
1677174256.4712288, 5.138, 47.236
1677174256.671515, 5.138, 47.774
1677174256.871921, 5.145, 47.236
1677174257.0722497, 5.145, 47.774
1677174257.272583, 5.145, 47.236
1677174257.4728863, 5.145, 47.774
1677174257.6732252, 5.145, 47.774
1677174257.8735182, 5.183, 48.312
1677174258.0738192, 5.183, 47.774
1677174258.2741172, 5.183, 47.774
1677174258.4744601, 5.183, 47.774
1677174258.6747735, 5.183, 48.312
1677174258.875092, 5.183, 47.774
1677174259.075401, 5.183, 47.774
1677174259.2757106, 5.183, 47.774
1677174259.4759953, 5.183, 48.312
1677174259.6763275, 5.183, 47.774
1677174259.8766317, 5.183, 48.312
1677174260.0769534, 5.176, 48.312
1677174260.2772734, 5.176, 48.312
1677174260.477591, 5.176, 48.312
1677174260.6779027, 5.176, 48.312
1677174260.8782268, 5.179, 47.774
1677174261.0785244, 5.179, 48.312
1677174261.2788272, 5.179, 47.236
1677174261.4791362, 5.179, 48.312
1677174261.679455, 5.179, 48.312
1677174261.8797574, 5.172, 48.312
1677174262.0800521, 5.172, 48.312
1677174262.2803926, 5.172, 48.312
1677174262.4806917, 5.172, 48.312
1677174262.6810043, 5.172, 48.312
1677174262.8812995, 5.202, 48.312
1677174263.0816238, 5.202, 48.85
1677174263.2819204, 5.202, 48.312
1677174263.482107, 5.202, 48.312
1677174263.6823943, 5.202, 48.312
1677174263.88272, 5.187, 48.312
1677174264.0830545, 5.187, 48.312
1677174264.2833543, 5.187, 48.312
1677174264.4837594, 5.187, 48.312
1677174264.6840618, 5.187, 48.312
1677174264.8843563, 5.191, 48.312
1677174265.084682, 5.191, 48.312
1677174265.2849987, 5.191, 48.85
1677174265.4853315, 5.191, 48.312
1677174265.6856363, 5.191, 48.312
1677174265.885969, 5.191, 49.388
1677174266.0862749, 5.206, 49.388
1677174266.2865644, 5.206, 49.388
1677174266.4868894, 5.206, 49.388
1677174266.6871934, 5.206, 48.85
1677174266.887525, 5.214, 49.388
1677174267.0878468, 5.214, 49.388
1677174267.2881863, 5.214, 48.85
1677174267.4884772, 5.214, 48.312
1677174267.6887815, 5.214, 49.388
1677174267.8891125, 5.168, 48.312
1677174268.0894914, 5.168, 48.85
1677174268.2898152, 5.168, 48.85
1677174268.4901187, 5.168, 48.312
